,recording_id,species_id,songtype_id,t_min,f_min,t_max,f_max,mspec_db,chroma_db,stft_db
637,802907092,23,4,45.3486,6459.96,53.2724,11627.9,"[[-46.9319   -43.855087 -46.112873 ... -47.621037 -42.00206  -42.013927]
 [-46.86896  -43.325253 -45.79449  ... -47.58608  -41.569817 -41.422344]
 [-46.617195 -41.205917 -44.52096  ... -47.446247 -39.840855 -39.05601 ]
 ...
 [-57.31084  -50.680058 -55.104977 ... -56.52791  -55.130108 -50.064205]
 [-58.39046  -51.566452 -55.96868  ... -56.858192 -55.838367 -51.26341 ]
 [-58.660366 -51.788048 -56.18461  ... -56.940765 -56.01543  -51.56321 ]]","[[ -5.1309433 -10.932845  -28.247047  ... -30.018415  -21.47522
  -15.210972 ]
 [ -5.050967  -11.154892  -28.529673  ... -30.426363  -21.785492
  -15.494973 ]
 [ -4.970991  -11.37694   -28.812298  ... -30.834309  -22.095764
  -15.778975 ]
 ...
 [-11.528254  -21.571207  -37.13329   ... -41.276997  -28.685713
  -18.312372 ]
 [-11.547661  -21.676575  -37.16317   ... -41.452034  -28.800478
  -18.272831 ]
 [-11.567068  -21.781942  -37.19305   ... -41.627068  -28.915243
  -18.23329  ]]","[[-50.032627 -46.82945  -49.757374 ... -50.44216  -47.436523 -47.393555]
 [-52.083675 -48.13922  -47.184193 ... -47.39046  -48.40974  -48.75238 ]
 [-49.742462 -49.442413 -45.349777 ... -44.851192 -46.76313  -46.37745 ]
 ...
 [-64.4524   -58.07371  -61.48485  ... -64.61984  -62.715954 -55.76765 ]
 [-62.940098 -55.750576 -61.860027 ... -64.72987  -62.88317  -60.45855 ]
 [-60.9384   -56.72712  -62.156254 ... -64.607864 -61.33898  -56.223137]]"
638,804fa03e1,15,1,53.7013,93.75,57.0453,1125.0,"[[-41.963066 -44.611298 -44.717926 ... -53.367283 -54.070858 -54.69272 ]
 [-42.51563  -44.582306 -44.923325 ... -53.107277 -53.826584 -54.41079 ]
 [-44.725876 -44.466347 -45.744904 ... -52.06725  -52.84948  -53.283073]
 ...
 [-67.312874 -67.13299  -66.28796  ... -67.316895 -66.83039  -67.45535 ]
 [-67.44841  -67.369026 -67.16876  ... -67.438736 -67.01062  -66.74926 ]
 [-67.48229  -67.42804  -67.38897  ... -67.46919  -67.05568  -66.57274 ]]","[[ -4.905171   -8.028323  -12.740623  ... -32.112103   -9.516882
   -6.3361015]
 [ -4.98059    -7.9426136 -13.096256  ... -32.494648   -9.652066
   -6.777583 ]
 [ -5.0560093  -7.8569036 -13.451888  ... -32.877193   -9.7872505
   -7.2190647]
 ...
 [ -3.1420767  -2.9305954 -11.009344  ... -23.794622  -14.607564
  -16.404686 ]
 [ -3.0088656  -2.7425423 -10.659372  ... -23.132986  -14.418953
  -16.397203 ]
 [ -2.8756545  -2.554489  -10.309401  ... -22.471348  -14.230343
  -16.38972  ]]","[[-48.296307 -49.707363 -49.207783 ... -59.708668 -58.917717 -58.884132]
 [-52.8203   -56.589058 -56.9404   ... -58.564316 -58.05058  -58.013927]
 [-56.80465  -59.92559  -59.900898 ... -57.43525  -57.706875 -60.523857]
 ...
 [-72.46888  -73.05108  -74.20624  ... -72.242485 -72.357925 -73.276924]
 [-71.303474 -72.46008  -75.49431  ... -76.05082  -74.17433  -72.198784]
 [-72.70087  -74.12415  -73.79657  ... -73.88128  -72.79867  -73.81668 ]]"
639,80590e499,21,1,7.4933,3281.25,8.5867,4125.0,"[[-51.874165 -48.724186 -47.86662  ... -49.977055 -47.49498  -48.454445]
 [-51.91719  -48.58088  -47.719597 ... -49.361965 -47.393948 -48.58864 ]
 [-52.0893   -48.007652 -47.131508 ... -46.90162  -46.98981  -49.125416]
 ...
 [-62.030094 -63.233376 -64.54696  ... -63.024475 -60.127934 -64.06783 ]
 [-63.15989  -64.3373   -64.991745 ... -64.00943  -61.895412 -64.550735]
 [-63.44234  -64.61328  -65.102936 ... -64.25566  -62.337284 -64.67146 ]]","[[-20.566101 -17.933681 -14.632247 ...  -9.197647 -24.937225 -29.905277]
 [-21.019302 -18.279222 -14.979322 ...  -9.598363 -25.49367  -30.16059 ]
 [-21.472504 -18.624763 -15.326398 ...  -9.999078 -26.050116 -30.415901]
 ...
 [-34.169994 -31.275467 -27.042484 ... -31.288729 -44.32835  -46.316425]
 [-34.117744 -31.421276 -27.295341 ... -31.670258 -44.561127 -46.581985]
 [-34.065495 -31.567085 -27.548197 ... -32.051785 -44.7939   -46.847546]]","[[-54.670303 -53.197475 -51.789772 ... -52.92977  -51.905666 -54.4849  ]
 [-52.806988 -54.343697 -52.385597 ... -52.957817 -53.21746  -55.46085 ]
 [-52.63021  -55.676746 -54.39602  ... -52.128883 -55.74937  -56.35731 ]
 ...
 [-68.03307  -70.27614  -69.88373  ... -71.32084  -68.74834  -71.79887 ]
 [-69.9261   -72.1361   -70.46356  ... -73.81439  -72.74386  -70.95859 ]
 [-67.64949  -70.25531  -71.620384 ... -70.47939  -71.960526 -70.66595 ]]"
640,807efd6bb,3,1,52.4427,1031.25,53.184,2812.5,"[[-51.768627 -47.734005 -53.431038 ... -49.757004 -48.407722 -46.987103]
 [-52.357327 -47.627453 -53.42711  ... -50.123337 -48.755547 -46.549168]
 [-54.712128 -47.20123  -53.411385 ... -51.588665 -50.146847 -44.79742 ]
 ...
 [-68.446434 -69.53987  -70.76302  ... -67.42366  -66.59039  -69.280846]
 [-68.37353  -69.828575 -70.7939   ... -67.599396 -67.18061  -69.26999 ]
 [-68.3553   -69.90075  -70.80162  ... -67.643326 -67.32816  -69.26727 ]]","[[ -1.5701488  -4.9278116  -2.773651  ...  -3.2442234  -2.2380846
   -1.5956137]
 [ -1.3975158  -4.94298    -2.7246876 ...  -3.0849648  -2.0872595
   -1.4155581]
 [ -1.2248826  -4.9581485  -2.675724  ...  -2.9257064  -1.9364345
   -1.2355025]
 ...
 [-12.687242  -17.90964   -16.614624  ...  -7.9543505 -10.353404
  -11.546241 ]
 [-13.059677  -18.204218  -16.899899  ...  -7.9460387 -10.552458
  -11.819217 ]
 [-13.432113  -18.498796  -17.185173  ...  -7.9377265 -10.751512
  -12.092194 ]]","[[-55.208294 -51.124336 -56.716774 ... -53.103092 -51.05793  -49.44315 ]
 [-56.005836 -54.22433  -57.536167 ... -54.20974  -53.9668   -54.763744]
 [-54.64852  -46.146126 -49.30594  ... -50.85692  -51.464718 -55.006454]
 ...
 [-72.136024 -75.78077  -76.17064  ... -71.745995 -70.77593  -73.24871 ]
 [-72.41209  -75.62735  -75.67045  ... -73.959465 -72.151566 -72.24337 ]
 [-73.94522  -73.53356  -72.93268  ... -72.3934   -72.639755 -73.12508 ]]"
641,8080b2283,13,1,52.1867,93.75,52.8107,843.75,"[[-31.3331   -30.867683 -31.466188 ... -38.72115  -35.45868  -32.481052]
 [-31.54672  -30.980814 -32.16644  ... -38.856533 -35.750565 -32.940277]
 [-32.401207 -31.43334  -34.967438 ... -39.398075 -36.91811  -34.77717 ]
 ...
 [-59.203045 -58.242416 -59.895622 ... -59.50384  -59.46931  -59.376198]
 [-58.40889  -57.010696 -59.74032  ... -59.515095 -60.063023 -59.51848 ]
 [-58.21035  -56.702766 -59.701492 ... -59.51791  -60.211452 -59.55405 ]]","[[-11.904384   -3.452122   -3.3015099 ...  -7.5076284  -6.4062357
   -1.8040413]
 [-12.2802925  -3.1286113  -3.0411034 ...  -7.717787   -6.514005
   -1.8734113]
 [-12.656202   -2.8051007  -2.780697  ...  -7.9279447  -6.6217747
   -1.9427812]
 ...
 [-29.766579  -15.760764  -13.221717  ... -17.367214  -13.708005
  -21.63951  ]
 [-30.658825  -16.791275  -14.536506  ... -17.97295   -14.590355
  -22.54571  ]
 [-31.551073  -17.821787  -15.851295  ... -18.578686  -15.472706
  -23.45191  ]]","[[-37.650524 -36.671104 -37.840107 ... -43.292118 -43.406242 -40.137074]
 [-42.233974 -42.198082 -45.08176  ... -45.75531  -45.86934  -43.80183 ]
 [-40.179935 -45.020622 -44.372154 ... -45.709213 -46.12989  -47.342426]
 ...
 [-68.84856  -65.44364  -70.06878  ... -66.87533  -66.078514 -68.05394 ]
 [-66.531456 -61.192593 -66.060036 ... -64.02902  -65.990486 -66.90527 ]
 [-64.892685 -60.950806 -65.882744 ... -64.63291  -66.063354 -65.89015 ]]"
642,80c09eb56,8,1,35.3333,3750.0,39.456,5531.25,"[[-47.825382 -43.487537 -46.709072 ... -47.220062 -48.652378 -44.286644]
 [-48.11049  -43.43347  -47.027164 ... -47.030125 -47.989803 -44.159157]
 [-49.250904 -43.217205 -48.299522 ... -46.27037  -45.339508 -43.649216]
 ...
 [-61.399822 -60.908527 -63.455425 ... -63.429245 -60.219303 -62.24055 ]
 [-61.72831  -61.85672  -63.765022 ... -63.522167 -61.553055 -63.002647]
 [-61.81043  -62.09377  -63.84242  ... -63.5454   -61.886494 -63.193172]]","[[-10.92574    -4.585068   -6.91913   ... -10.071464  -18.339996
  -16.567272 ]
 [ -9.845375   -4.531948   -7.5528016 ... -10.573212  -18.704252
  -16.902512 ]
 [ -8.76501    -4.4788284  -8.186473  ... -11.07496   -19.06851
  -17.237751 ]
 ...
 [-11.728917  -29.81126   -34.248627  ... -28.919672  -29.741474
  -28.458025 ]
 [-12.893533  -31.267424  -35.31074   ... -29.372566  -30.437
  -29.043613 ]
 [-14.058149  -32.723587  -36.372856  ... -29.82546   -31.132526
  -29.6292   ]]","[[-52.635494 -47.596214 -52.13769  ... -50.354652 -51.269405 -48.31558 ]
 [-51.794937 -50.762123 -50.653923 ... -52.038013 -52.16084  -51.841007]
 [-50.857677 -51.718178 -50.87666  ... -54.881897 -51.828102 -53.192574]
 ...
 [-68.57783  -67.19036  -69.2641   ... -67.568146 -68.87016  -68.60083 ]
 [-68.86505  -68.48346  -70.141624 ... -72.152756 -68.38449  -69.49418 ]
 [-71.08112  -70.5412   -73.73695  ... -71.014015 -67.974014 -67.38906 ]]"
643,818a1635a,21,1,13.9253,3281.25,15.0187,4125.0,"[[-43.42706  -40.94704  -39.21976  ... -39.94336  -42.223606 -42.006493]
 [-42.801464 -40.91915  -39.09359  ... -40.533714 -42.70232  -42.59382 ]
 [-40.299095 -40.807587 -38.588898 ... -42.89512  -44.61717  -44.94311 ]
 ...
 [-59.743774 -58.654705 -58.407715 ... -60.469433 -60.50979  -58.02231 ]
 [-59.97252  -58.18621  -58.190342 ... -60.161938 -60.388336 -57.588882]
 [-60.029705 -58.069088 -58.136    ... -60.08506  -60.357975 -57.480526]]","[[-31.923676 -39.750153 -25.292732 ... -27.18747  -26.46426  -40.1177  ]
 [-32.140514 -39.873936 -25.496119 ... -27.428846 -26.773954 -40.43947 ]
 [-32.357353 -39.99772  -25.699505 ... -27.670223 -27.083647 -40.761242]
 ...
 [-43.335155 -54.44458  -40.52556  ... -42.487125 -39.498615 -50.765602]
 [-43.756763 -55.04765  -40.919388 ... -42.952423 -39.921738 -50.92578 ]
 [-44.17837  -55.650715 -41.313217 ... -43.417717 -40.34486  -51.08596 ]]","[[-48.435276 -46.432247 -45.860165 ... -43.60211  -46.981728 -45.05149 ]
 [-48.809254 -48.90016  -50.514545 ... -49.50051  -53.162086 -49.933422]
 [-51.73307  -51.219227 -56.9487   ... -53.725746 -53.288353 -51.663815]
 ...
 [-63.577248 -63.1274   -62.191856 ... -66.40254  -66.88598  -61.3856  ]
 [-63.74288  -62.728832 -61.081047 ... -66.091606 -64.10321  -60.488865]
 [-64.90141  -64.403755 -61.374332 ... -67.62055  -64.82047  -58.356693]]"
644,819afd877,4,1,36.32,2343.75,38.176,4218.75,"[[-50.68847  -49.000343 -50.591    ... -48.256367 -49.53888  -50.693996]
 [-50.9852   -48.963367 -50.64949  ... -48.383068 -49.392624 -50.524773]
 [-52.172115 -48.81547  -50.883442 ... -48.889877 -48.80761  -49.84789 ]
 ...
 [-66.17786  -65.641716 -66.2601   ... -62.91156  -63.61685  -64.544525]
 [-67.542305 -66.35691  -67.13226  ... -64.00251  -63.7926   -65.31896 ]
 [-67.883415 -66.53571  -67.3503   ... -64.275246 -63.836536 -65.51257 ]]","[[-22.017834 -42.955265 -29.81012  ... -22.695507 -48.274384 -35.99061 ]
 [-22.292511 -43.35929  -29.493507 ... -23.278934 -48.190784 -35.704807]
 [-22.567188 -43.763317 -29.176895 ... -23.862362 -48.10718  -35.419006]
 ...
 [-29.152117 -47.946728 -32.14626  ... -31.254978 -50.001205 -40.45547 ]
 [-29.078074 -48.00832  -32.55865  ... -31.631203 -50.66485  -40.943974]
 [-29.004028 -48.06991  -32.971046 ... -32.007427 -51.328487 -41.432472]]","[[-56.29908  -53.668003 -54.502453 ... -54.02191  -55.058468 -54.085197]
 [-56.44211  -55.777977 -54.40081  ... -57.75371  -60.511494 -59.472294]
 [-55.49646  -58.5397   -56.742096 ... -60.99085  -63.305668 -62.249226]
 ...
 [-70.31948  -70.56316  -72.636635 ... -69.99084  -68.04981  -71.372475]
 [-71.35503  -72.53399  -74.09608  ... -70.915146 -68.98824  -69.037865]
 [-72.2306   -71.77007  -72.92851  ... -71.96696  -69.15084  -69.50438 ]]"
645,81b493ca3,4,1,2.656,2343.75,4.512,4218.75,"[[-33.16656  -33.630695 -33.59487  ... -40.875343 -40.666737 -44.083073]
 [-33.78581  -34.197098 -33.952168 ... -40.636738 -40.954597 -43.787174]
 [-36.262806 -36.46272  -35.381348 ... -39.68232  -42.10604  -42.603592]
 ...
 [-52.549004 -52.374294 -52.06873  ... -52.90372  -52.36032  -52.428806]
 [-52.896385 -52.806953 -51.972054 ... -53.568024 -52.556114 -52.655807]
 [-52.98323  -52.91512  -51.947884 ... -53.734097 -52.605064 -52.71256 ]]","[[-26.787996  -30.249907  -28.386045  ...  -6.695021   -2.5125008
   -6.187036 ]
 [-26.894417  -30.53388   -28.488007  ...  -6.958635   -2.3819182
   -5.8326297]
 [-27.000835  -30.817856  -28.589968  ...  -7.222248   -2.2513356
   -5.478223 ]
 ...
 [-27.174028  -32.418312  -36.661537  ...  -8.767943   -9.089371
  -15.720549 ]
 [-27.257254  -32.443745  -36.74675   ...  -9.207933   -9.579242
  -16.231104 ]
 [-27.340479  -32.469173  -36.831963  ...  -9.647923  -10.069112
  -16.741657 ]]","[[-35.431915 -35.81914  -35.17486  ... -45.062912 -43.73727  -46.39663 ]
 [-41.70673  -40.972054 -40.770798 ... -43.637302 -42.69511  -45.960968]
 [-44.130474 -46.874496 -45.4247   ... -46.420753 -45.197132 -48.88754 ]
 ...
 [-57.997257 -55.856903 -53.617348 ... -62.9599   -60.069134 -57.70082 ]
 [-57.11653  -56.539406 -59.168346 ... -58.78851  -57.152824 -58.64001 ]
 [-55.312984 -57.24136  -56.33327  ... -57.454403 -57.37146  -53.735256]]"
646,81bcdeb06,20,1,36.8907,1312.5,42.272,6093.75,"[[-13.277536  -18.79287   -14.496086  ... -17.049812  -14.3014765
   -7.510093 ]
 [-13.143548  -18.46889   -14.325754  ... -16.897259  -14.394066
   -7.5273614]
 [-12.607594  -17.17297   -13.644429  ... -16.287048  -14.764424
   -7.596434 ]
 ...
 [-38.12554   -38.09488   -37.897568  ... -38.11174   -38.432713
  -38.092655 ]
 [-38.236275  -37.76608   -38.172142  ... -37.866974  -38.421387
  -38.646133 ]
 [-38.263958  -37.68388   -38.240788  ... -37.805782  -38.418556
  -38.784504 ]]","[[-2.407901  -2.8714154 -8.705601  ... -3.558969  -2.5648525 -3.5575652]
 [-2.3182793 -2.9091582 -8.550453  ... -3.7728953 -2.7474744 -3.5162537]
 [-2.2286577 -2.946901  -8.395305  ... -3.986822  -2.9300966 -3.474942 ]
 ...
 [-3.1482646 -7.5926943 -6.4289727 ... -5.6608906 -6.1467853 -6.133238 ]
 [-3.327339  -7.7707767 -6.3802147 ... -5.879513  -6.2977157 -6.158489 ]
 [-3.506413  -7.9488587 -6.3314567 ... -6.0981345 -6.4486465 -6.18374  ]]","[[-18.485456 -20.90116  -19.71483  ... -21.434862 -19.532398 -13.922592]
 [-20.674244 -19.177937 -21.587915 ... -20.970531 -22.380964 -20.46414 ]
 [-21.297567 -20.383577 -21.258038 ... -19.54545  -20.27991  -19.614664]
 ...
 [-44.78761  -43.005688 -43.463123 ... -42.65386  -45.602222 -41.258263]
 [-44.194206 -41.75263  -41.45446  ... -43.982475 -45.835606 -42.92469 ]
 [-45.393013 -43.286358 -42.622524 ... -40.827957 -44.815407 -46.33629 ]]"
647,8253e1640,11,1,41.0819,1808.79,42.2197,5684.77,"[[-16.23666  -10.084793  -8.969924 ... -13.652304 -15.388332 -14.425456]
 [-16.18024  -10.725513  -8.888484 ... -13.923385 -15.39333  -14.353433]
 [-15.954564 -13.288395  -8.562724 ... -15.00771  -15.413316 -14.065339]
 ...
 [-38.582275 -37.825897 -38.62453  ... -37.92612  -37.458187 -38.2661  ]
 [-38.571705 -38.054337 -38.672157 ... -38.509544 -38.477875 -39.003696]
 [-38.56906  -38.11145  -38.684063 ... -38.655403 -38.7328   -39.188095]]","[[-5.1723495 -4.8913603 -5.668425  ... -6.865542  -3.172961  -2.8179946]
 [-4.9812894 -4.7980266 -5.4759207 ... -6.9279265 -3.2893403 -2.8088956]
 [-4.7902293 -4.704693  -5.2834167 ... -6.990311  -3.4057195 -2.7997963]
 ...
 [-3.2802882 -3.4135904 -2.6953423 ... -5.9918184 -5.1400614 -2.729199 ]
 [-3.2360744 -3.3722467 -2.8050992 ... -5.9905825 -5.3488145 -2.9061017]
 [-3.1918607 -3.330903  -2.9148564 ... -5.989347  -5.557567  -3.0830045]]","[[-22.614437 -17.166027 -15.894027 ... -19.242758 -21.154215 -18.83852 ]
 [-25.114685 -22.016521 -24.240675 ... -24.14923  -24.499233 -23.016916]
 [-23.70842  -21.369118 -22.680885 ... -22.269993 -20.80754  -23.094193]
 ...
 [-45.294357 -43.960583 -43.589363 ... -46.77123  -45.4057   -45.992855]
 [-46.615856 -44.38021  -46.004745 ... -46.398537 -48.22763  -44.459164]
 [-47.67912  -42.912373 -44.976425 ... -46.820747 -44.456985 -43.990448]]"
648,82a813386,21,1,2.1333,3281.25,3.2267,4125.0,"[[-34.72487  -36.066963 -35.56947  ... -40.83069  -39.94249  -46.836327]
 [-36.15166  -37.620872 -36.20233  ... -41.45384  -39.729088 -46.29866 ]
 [-41.85882  -43.836514 -38.73378  ... -43.94645  -38.875465 -44.147984]
 ...
 [-56.306572 -56.914482 -57.09789  ... -56.953987 -57.843857 -57.793087]
 [-57.127228 -57.496212 -56.52837  ... -57.51629  -58.21139  -58.316605]
 [-57.332394 -57.641647 -56.38599  ... -57.656864 -58.303276 -58.447487]]","[[ -6.1249223 -17.07555   -17.20421   ... -27.994886  -27.072039
  -32.094746 ]
 [ -6.744563  -17.628668  -17.39278   ... -28.497675  -27.467937
  -32.418804 ]
 [ -7.364204  -18.181786  -17.58135   ... -29.000462  -27.863836
  -32.742867 ]
 ...
 [-19.40539   -29.88842   -24.904148  ... -42.803265  -40.09533
  -43.6914   ]
 [-19.354479  -29.888458  -24.667774  ... -42.75203   -40.13072
  -43.62036  ]
 [-19.303568  -29.888498  -24.4314    ... -42.700798  -40.166103
  -43.54932  ]]","[[-45.12341  -44.33365  -42.08171  ... -49.043827 -48.851498 -53.90142 ]
 [-52.221546 -50.107525 -47.184887 ... -53.685955 -51.43834  -54.921856]
 [-49.987324 -49.9339   -53.36143  ... -49.1579   -49.821087 -57.49624 ]
 ...
 [-70.8122   -67.43038  -63.13207  ... -65.09941  -63.504475 -66.79985 ]
 [-63.752506 -64.40149  -66.73631  ... -67.04482  -66.49731  -65.76408 ]
 [-69.97952  -67.11913  -66.49343  ... -68.27971  -66.960236 -65.20967 ]]"
649,82d59d24d,22,1,29.568,10687.5,31.1733,13687.5,"[[-26.377659 -24.85719  -20.850525 ... -23.031488 -25.818987 -21.68261 ]
 [-25.46623  -24.484585 -20.625727 ... -22.536192 -25.322714 -21.590149]
 [-21.820515 -22.99417  -19.726528 ... -20.555004 -23.337624 -21.22031 ]
 ...
 [-46.08588  -46.679638 -45.43119  ... -45.9361   -46.188374 -46.116062]
 [-46.442234 -46.644672 -46.07254  ... -46.222588 -46.350014 -46.433605]
 [-46.531322 -46.63593  -46.23288  ... -46.29421  -46.390423 -46.512993]]","[[-4.8186207 -3.7066057 -4.2389736 ... -3.290342  -4.582602  -4.6102176]
 [-4.8941016 -3.6488392 -4.1930647 ... -3.2403464 -4.554101  -4.711949 ]
 [-4.969583  -3.5910726 -4.1471562 ... -3.190351  -4.5255995 -4.81368  ]
 ...
 [-5.6266885 -2.4098735 -4.041868  ... -4.175656  -4.3133326 -5.458104 ]
 [-5.6030426 -2.4961863 -4.0697193 ... -4.2631154 -4.3991385 -5.553234 ]
 [-5.579397  -2.582499  -4.0975704 ... -4.3505754 -4.4849443 -5.6483636]]","[[-30.230518 -30.782408 -27.21908  ... -30.382748 -31.324615 -30.359035]
 [-30.79851  -28.955933 -28.28819  ... -26.290312 -30.048191 -29.777258]
 [-28.422367 -28.687122 -29.117697 ... -26.015848 -26.643652 -23.805351]
 ...
 [-56.782837 -53.778404 -54.349358 ... -52.896187 -53.864056 -53.554245]
 [-55.458324 -51.844456 -52.58362  ... -54.003963 -51.999226 -53.17042 ]
 [-54.4578   -56.526527 -54.89025  ... -56.504593 -55.779156 -53.4091  ]]"
650,82ff46226,23,4,15.9695,6459.96,23.8933,11627.9,"[[-18.540539  -20.777742  -16.818375  ... -13.2761965 -13.540264
  -12.544126 ]
 [-17.458017  -20.050558  -16.460855  ... -12.956414  -13.510002
  -12.109441 ]
 [-13.127929  -17.141825  -15.030777  ... -11.677289  -13.388955
  -10.370702 ]
 ...
 [-36.962925  -35.04405   -33.711025  ... -36.24309   -36.849846
  -34.794563 ]
 [-37.183235  -36.377098  -35.152042  ... -36.99582   -37.754524
  -36.770382 ]
 [-37.23831   -36.710358  -35.512295  ... -37.184002  -37.98069
  -37.264336 ]]","[[ -9.817529  -10.331525   -6.473347  ...  -6.695917   -6.371428
   -1.509979 ]
 [ -9.705668  -10.260813   -6.337378  ...  -6.545918   -6.3423166
   -1.5177903]
 [ -9.593808  -10.190101   -6.201409  ...  -6.395919   -6.3132057
   -1.5256017]
 ...
 [ -6.7616568  -6.3934884  -7.1174374 ...  -1.4285588  -2.4929583
   -4.473242 ]
 [ -6.7912846  -6.2954607  -7.1511765 ...  -1.5015914  -2.42991
   -4.486795 ]
 [ -6.820912   -6.1974325  -7.1849155 ...  -1.5746241  -2.3668616
   -4.500348 ]]","[[-19.259699 -21.047354 -17.983088 ... -17.39616  -15.704198 -13.911038]
 [-13.215431 -14.001428 -15.69858  ... -16.296389 -12.489448  -9.550656]
 [-17.183237 -13.566672 -14.396356 ... -13.857157 -12.880191 -12.510056]
 ...
 [-38.909477 -40.585133 -39.6381   ... -43.137943 -41.458008 -40.475483]
 [-38.460438 -40.40225  -41.481884 ... -41.989944 -40.488396 -42.69492 ]
 [-41.653576 -40.905895 -40.727177 ... -38.7233   -44.07228  -43.168663]]"
651,83028db30,11,1,27.7595,1808.79,28.8972,5684.77,"[[-19.652    -22.559319 -26.51559  ... -26.354786 -28.496265 -24.195719]
 [-19.313046 -22.688864 -26.657515 ... -25.661606 -28.028582 -24.130554]
 [-17.957222 -23.207045 -27.225212 ... -22.888885 -26.157845 -23.869894]
 ...
 [-39.08346  -39.8897   -40.061844 ... -40.101425 -39.52341  -39.27549 ]
 [-39.468292 -39.537018 -39.61613  ... -40.273373 -39.65621  -39.25616 ]
 [-39.564503 -39.44885  -39.504704 ... -40.31636  -39.68941  -39.251328]]","[[ -6.7174563  -7.9947853 -10.79488   ... -37.363518  -27.155626
  -20.483793 ]
 [ -6.6945806  -7.994158  -10.835959  ... -37.39978   -27.20443
  -20.569399 ]
 [ -6.671705   -7.9935303 -10.877038  ... -37.436043  -27.253233
  -20.655003 ]
 ...
 [ -5.7937317  -8.275951   -9.784198  ... -37.414215  -24.67254
  -17.921955 ]
 [ -5.816244   -8.286171   -9.723498  ... -37.34669   -24.492804
  -17.734095 ]
 [ -5.838757   -8.296391   -9.6628    ... -37.279167  -24.313068
  -17.546232 ]]","[[-27.636776 -28.373177 -31.408289 ... -31.171518 -31.696276 -29.210495]
 [-31.555504 -28.638895 -29.223858 ... -29.964083 -29.721613 -30.681368]
 [-32.42638  -28.981289 -30.038866 ... -30.587952 -31.44956  -34.072803]
 ...
 [-47.326233 -46.20299  -47.79288  ... -45.408463 -46.66004  -44.8654  ]
 [-46.40183  -49.11536  -47.5938   ... -46.978756 -45.157177 -48.387203]
 [-47.001415 -48.92263  -47.699173 ... -50.56649  -45.5861   -45.559418]]"
652,838227e71,7,1,11.152,4687.5,14.2933,11437.5,"[[-26.10022  -28.816286 -26.758938 ... -29.755201 -26.958084 -26.587555]
 [-25.774035 -28.085335 -25.871529 ... -28.457054 -25.954075 -25.439974]
 [-24.469292 -25.161524 -22.321898 ... -23.26446  -21.938034 -20.849653]
 ...
 [-43.02364  -43.124294 -40.673306 ... -43.439262 -43.339775 -42.23704 ]
 [-43.2968   -43.083794 -40.892136 ... -44.180553 -43.567226 -42.71603 ]
 [-43.365086 -43.07367  -40.946846 ... -44.365875 -43.62409  -42.835777]]","[[-10.135456    -7.345358    -4.218691   ...  -0.56907463  -4.684504
   -3.1649275 ]
 [-10.373295    -7.60478     -4.262827   ...  -0.56914926  -4.726501
   -3.2666464 ]
 [-10.611133    -7.864202    -4.3069625  ...  -0.56922394  -4.768498
   -3.368365  ]
 ...
 [-10.662011    -7.021831    -3.343811   ...  -3.0881667   -5.4794927
   -5.108348  ]
 [-10.311525    -6.74541     -3.1624293  ...  -3.1355443   -5.3888974
   -5.03417   ]
 [ -9.96104     -6.468989    -2.9810479  ...  -3.1829221   -5.298302
   -4.9599924 ]]","[[-30.680662 -33.663555 -32.65582  ... -29.377287 -27.674131 -27.404171]
 [-32.537033 -32.47746  -28.661535 ... -20.777288 -19.686502 -17.512913]
 [-33.38348  -32.15487  -31.672304 ... -26.04398  -24.878384 -24.75826 ]
 ...
 [-50.15083  -50.20072  -48.521835 ... -48.410923 -47.29513  -48.515133]
 [-49.01819  -50.96824  -47.53251  ... -50.628414 -49.61186  -48.57971 ]
 [-46.133488 -49.65402  -55.58755  ... -50.35075  -52.340748 -48.304935]]"
