,recording_id,species_id,songtype_id,t_min,f_min,t_max,f_max,spec
264,352bc8d36,21,1,2.256,3281.25,3.3493,4125.0,"[[ 7.8364991e-02  1.0530909e-02 -2.5872378e-02 ...  1.1445222e+02
   1.2366301e+02  5.4087143e+01]
 [ 5.0244994e-02 -5.3044236e-03 -3.2718640e-02 ...  1.7405460e+02
   1.6952043e+02  5.2755085e+01]
 [-6.2235005e-02 -6.8645746e-02 -6.0103692e-02 ...  4.1246411e+02
   3.5295010e+02  4.7426868e+01]
 ...
 [-1.3856871e-01 -1.3874795e-01 -1.3856781e-01 ... -1.3856947e-01
  -1.3818417e-01 -1.3833912e-01]
 [-1.3881224e-01 -1.3894257e-01 -1.3869758e-01 ... -1.3841514e-01
  -1.3799684e-01 -1.3848166e-01]
 [-1.3887313e-01 -1.3899124e-01 -1.3873003e-01 ... -1.3837656e-01
  -1.3795000e-01 -1.3851729e-01]]"
265,35675af70,23,1,53.1389,7235.16,59.2225,11283.4,"[[-0.11967556 -0.12116177 -0.10840676 ...  0.13892049  0.19632858
   0.71689606]
 [-0.1170054  -0.12036279 -0.10028609 ...  0.16465278  0.20944439
   0.7462065 ]
 [-0.10632476 -0.11716685 -0.06780342 ...  0.2675819   0.26190776
   0.86344796]
 ...
 [-0.13949944 -0.13949484 -0.1395071  ... -0.13944866 -0.13934825
  -0.13930328]
 [-0.13957606 -0.13955437 -0.13958986 ... -0.13948753 -0.1393821
  -0.13931325]
 [-0.13959521 -0.13956924 -0.13961056 ... -0.13949725 -0.13939054
  -0.13931574]]"
266,356b93991,18,1,7.4667,3187.5,8.16,5062.5,"[[ 1.0246667   0.7798811   1.7973347  ...  9.058262    3.6646965
   2.0142066 ]
 [ 1.0245463   0.851799    1.7544221  ...  8.977593    3.97055
   2.2721925 ]
 [ 1.0240642   1.1394705   1.5827719  ...  8.654924    5.193965
   3.3041356 ]
 ...
 [-0.13942    -0.13939095 -0.13942733 ... -0.13941692 -0.13931316
  -0.13934071]
 [-0.1394466  -0.13946542 -0.13943338 ... -0.13943844 -0.13941176
  -0.13941465]
 [-0.13945325 -0.13948405 -0.1394349  ... -0.1394438  -0.13943641
  -0.13943313]]"
267,35844fa7f,6,1,20.4,562.5,22.544,4406.25,"[[-0.11363245 -0.11995542 -0.1203253  ... -0.10366105 -0.11707202
  -0.09188759]
 [-0.1098808  -0.11853689 -0.11843295 ... -0.10223021 -0.11135912
  -0.0885317 ]
 [-0.09487419 -0.11286276 -0.1108636  ... -0.09650687 -0.0885075
  -0.07510817]
 ...
 [-0.13907306 -0.13929461 -0.13913925 ... -0.13899775 -0.13910563
  -0.13919595]
 [-0.13915063 -0.139224   -0.13913195 ... -0.1391237  -0.13916622
  -0.13919447]
 [-0.13917004 -0.13920633 -0.13913012 ... -0.13915518 -0.13918138
  -0.1391941 ]]"
268,35a7c2277,22,1,16.3307,10687.5,17.936,13687.5,"[[ 1.6610991e+01  2.1617785e+01  8.2725792e+00 ...  1.5229224e-01
  -2.2387190e-02 -1.1396968e-01]
 [ 2.0671907e+01  2.6295374e+01  9.9939890e+00 ...  1.8585120e-01
  -1.0730957e-02 -1.1069467e-01]
 [ 3.6915581e+01  4.5005745e+01  1.6879631e+01 ...  3.2008708e-01
   3.5893958e-02 -9.7594611e-02]
 ...
 [-1.3901393e-01 -1.3901973e-01 -1.3896930e-01 ... -1.3920785e-01
  -1.3922521e-01 -1.3921537e-01]
 [-1.3906628e-01 -1.3918300e-01 -1.3916829e-01 ... -1.3929194e-01
  -1.3933213e-01 -1.3931815e-01]
 [-1.3907938e-01 -1.3922381e-01 -1.3921803e-01 ... -1.3931297e-01
  -1.3935885e-01 -1.3934384e-01]]"
269,35b60a4a0,13,1,14.0747,93.75,14.6987,843.75,"[[-0.04065409 -0.0026656   0.00018942 ...  0.04398539 -0.02511898
  -0.05049169]
 [-0.03397232 -0.01655768 -0.01563076 ...  0.03747613 -0.02403446
  -0.04928988]
 [-0.00724521 -0.07212601 -0.07891148 ...  0.01143914 -0.01969641
  -0.04448263]
 ...
 [-0.13851541 -0.1385516  -0.13871968 ... -0.13883314 -0.13858457
  -0.13893475]
 [-0.13865252 -0.13877045 -0.13896431 ... -0.13882172 -0.13877815
  -0.1389293 ]
 [-0.1386868  -0.13882516 -0.13902548 ... -0.13881887 -0.13882653
  -0.13892794]]"
270,35f9c5c38,5,1,38.1227,4781.25,40.4747,10406.2,"[[-6.7528531e-02 -1.6724292e-02 -4.6193615e-02 ... -3.6735259e-02
  -1.0372607e-04 -6.2052507e-02]
 [-7.0263162e-02 -2.1437135e-02 -4.4660393e-02 ... -2.8000070e-02
   3.7254628e-02 -5.9050281e-02]
 [-8.1201710e-02 -4.0288508e-02 -3.8527522e-02 ...  6.9406931e-03
   1.8668799e-01 -4.7041383e-02]
 ...
 [-1.3946906e-01 -1.3939850e-01 -1.3948971e-01 ... -1.3951810e-01
  -1.3940920e-01 -1.3948302e-01]
 [-1.3953464e-01 -1.3947277e-01 -1.3952389e-01 ... -1.3951886e-01
  -1.3948295e-01 -1.3949823e-01]
 [-1.3955103e-01 -1.3949133e-01 -1.3953245e-01 ... -1.3951904e-01
  -1.3950138e-01 -1.3950203e-01]]"
271,3647cd276,15,1,54.832,93.75,58.176,1125.0,"[[-0.13470672 -0.12553251 -0.12657717 ... -0.13593948 -0.13168098
  -0.13185622]
 [-0.1346394  -0.12415529 -0.1257841  ... -0.13564621 -0.13183072
  -0.13202396]
 [-0.1343701  -0.1186464  -0.12261184 ... -0.13447313 -0.13242973
  -0.13269499]
 ...
 [-0.13965423 -0.13965854 -0.13960497 ... -0.13961306 -0.13968822
  -0.13967495]
 [-0.13969406 -0.13970666 -0.13967016 ... -0.13962774 -0.13967142
  -0.13968058]
 [-0.13970402 -0.1397187  -0.13968647 ... -0.1396314  -0.13966721
  -0.139682  ]]"
272,364e9b5e7,16,4,28.3147,3093.75,30.1493,4593.75,"[[-0.11525322 -0.1222364  -0.12501115 ... -0.12538333 -0.12477428
  -0.11766941]
 [-0.11485668 -0.12180684 -0.12441009 ... -0.12139449 -0.12329447
  -0.11458606]
 [-0.11327047 -0.12008858 -0.12200591 ... -0.10543907 -0.1173752
  -0.10225265]
 ...
 [-0.13812852 -0.13953444 -0.13962436 ... -0.13884655 -0.13918039
  -0.13959363]
 [-0.13899249 -0.1396049  -0.13967155 ... -0.1392946  -0.13947485
  -0.13959491]
 [-0.13920847 -0.13962252 -0.13968335 ... -0.1394066  -0.13954847
  -0.13959523]]"
273,368be0579,3,1,55.232,1031.25,55.9733,2812.5,"[[-0.11109923 -0.07506554 -0.11305833 ... -0.10949625 -0.12413161
  -0.10657264]
 [-0.1118403  -0.07518443 -0.11212011 ... -0.1079473  -0.12310133
  -0.1041944 ]
 [-0.11480459 -0.07566004 -0.10836724 ... -0.10175154 -0.11898022
  -0.09468149]
 ...
 [-0.1390774  -0.13916473 -0.13915703 ... -0.13915564 -0.13918191
  -0.13905096]
 [-0.13898663 -0.13918199 -0.13902123 ... -0.13911338 -0.13913792
  -0.13900623]
 [-0.13896394 -0.13918631 -0.13898729 ... -0.13910282 -0.13912693
  -0.13899505]]"
274,3710abba6,0,1,49.2373,5906.25,50.528,7500.0,"[[ 0.05987446  0.0013001  -0.04197318 ... -0.09837417 -0.11917756
  -0.11853132]
 [ 0.05709103  0.00332267 -0.0416876  ... -0.09837881 -0.11603684
  -0.11412667]
 [ 0.04595731  0.01141293 -0.04054525 ... -0.0983974  -0.10347396
  -0.09650812]
 ...
 [-0.13934916 -0.13942455 -0.1394683  ... -0.1392663  -0.1393163
  -0.13926412]
 [-0.13943435 -0.13941921 -0.1395108  ... -0.13935575 -0.13938786
  -0.13937762]
 [-0.13945565 -0.13941789 -0.13952142 ... -0.13937812 -0.13940574
  -0.139406  ]]"
275,373f470c4,11,1,5.7469,1808.79,6.8847,5684.77,"[[-0.01577499  0.0244512   0.01810114 ...  0.23033138  0.03819233
   0.23511901]
 [-0.023857    0.01459341  0.01852485 ...  0.2328482   0.04615326
   0.23998535]
 [-0.05618501 -0.02483778  0.02021964 ...  0.2429156   0.07799696
   0.25945055]
 ...
 [-0.13953787 -0.13906656 -0.13959986 ... -0.13960665 -0.13943003
  -0.13945395]
 [-0.13958968 -0.13932113 -0.1396493  ... -0.13965073 -0.13953193
  -0.13955997]
 [-0.13960263 -0.13938478 -0.13966165 ... -0.13966174 -0.1395574
  -0.13958648]]"
276,376a0a779,18,1,51.8667,3187.5,52.56,5062.5,"[[-0.1300644  -0.13314572 -0.13757327 ... -0.12970665 -0.13337946
  -0.13479935]
 [-0.12917477 -0.13300847 -0.13727018 ... -0.12973674 -0.13284822
  -0.13390395]
 [-0.12561631 -0.13245942 -0.13605787 ... -0.12985705 -0.13072328
  -0.13032237]
 ...
 [-0.13945556 -0.13923062 -0.13933347 ... -0.13923427 -0.13915956
  -0.13921224]
 [-0.13948396 -0.13934809 -0.1394096  ... -0.13933834 -0.13925812
  -0.13928144]
 [-0.13949105 -0.13937746 -0.13942865 ... -0.13936436 -0.13928275
  -0.13929874]]"
277,377e04f82,11,1,28.1019,1808.79,29.2397,5684.77,"[[ 0.2836972   0.54881495  3.5982049  ...  2.3495731   1.2500763
   0.81535584]
 [ 0.24003743  0.48253033  4.0830817  ...  2.3881207   1.3725301
   0.7606514 ]
 [ 0.06539842  0.21739174  6.0225883  ...  2.5423112   1.8623459
   0.5418338 ]
 ...
 [-0.13917145 -0.13918363 -0.13910428 ... -0.13908224 -0.13922153
  -0.13909721]
 [-0.13932146 -0.13926469 -0.13923381 ... -0.13905574 -0.13919906
  -0.13920757]
 [-0.13935895 -0.13928495 -0.1392662  ... -0.13904911 -0.13919345
  -0.13923517]]"
278,37b6d1db9,23,1,43.3981,7235.16,49.4817,11283.4,"[[ 1.3995050e+00  3.2570168e-01  7.5862460e-02 ... -2.6569832e-02
   4.0635392e-02  4.1337269e-03]
 [ 2.1198311e+00  5.1509482e-01  1.7939822e-01 ... -1.0689960e-02
   6.4948991e-02  4.3711103e-02]
 [ 5.0011349e+00  1.2726674e+00  5.9354126e-01 ...  5.2829538e-02
   1.6220340e-01  2.0202060e-01]
 ...
 [-1.3925873e-01 -1.3915230e-01 -1.3912855e-01 ... -1.3921176e-01
  -1.3927545e-01 -1.3933350e-01]
 [-1.3916793e-01 -1.3921598e-01 -1.3921262e-01 ... -1.3927272e-01
  -1.3922471e-01 -1.3932726e-01]
 [-1.3914524e-01 -1.3923191e-01 -1.3923363e-01 ... -1.3928796e-01
  -1.3921201e-01 -1.3932569e-01]]"
279,37d16f30f,10,1,33.0536,947.461,35.4975,10852.7,"[[ 0.07893383 -0.01945928 -0.11037177 ...  0.81584394  0.4079345
   0.48652068]
 [ 0.05456511 -0.02702757 -0.11073308 ...  0.7270884   0.38329685
   0.4340682 ]
 [-0.04290978 -0.05730073 -0.11217833 ...  0.372066    0.28474635
   0.22425847]
 ...
 [-0.13898087 -0.13912243 -0.13838243 ... -0.13907115 -0.13918918
  -0.13908952]
 [-0.13915813 -0.13919607 -0.13860996 ... -0.13918144 -0.13927256
  -0.13918306]
 [-0.13920243 -0.13921449 -0.13866684 ... -0.139209   -0.13929339
  -0.13920644]]"
280,3853bba8e,9,1,2.112,843.75,5.6747,5718.75,"[[ 0.02222732 -0.04916825 -0.06524482 ... -0.00513969 -0.02924639
  -0.10985327]
 [-0.00420154 -0.06011928 -0.06609233 ...  0.02052384  0.00829353
  -0.10033368]
 [-0.10991692 -0.10392343 -0.06948236 ...  0.12317796  0.15845321
  -0.06225536]
 ...
 [-0.13889185 -0.13882631 -0.13870125 ... -0.13909426 -0.13910681
  -0.13917488]
 [-0.13884893 -0.13882534 -0.1385629  ... -0.13912928 -0.1390406
  -0.1388662 ]
 [-0.1388382  -0.13882509 -0.1385283  ... -0.13913803 -0.13902405
  -0.13878904]]"
281,398e818ec,11,1,13.3631,1808.79,14.5009,5684.77,"[[ 1.1389086   1.5838306   1.3965061  ... -0.05095643  0.21305466
   0.03637788]
 [ 1.0508814   1.641684    1.4341115  ... -0.04862053  0.19939318
   0.04337803]
 [ 0.69877243  1.8730978   1.5845327  ... -0.03927698  0.1447473
   0.0713786 ]
 ...
 [-0.13882203 -0.13908568 -0.13920926 ... -0.13876255 -0.1389782
  -0.13919859]
 [-0.13899902 -0.13916296 -0.13910134 ... -0.13890462 -0.1389851
  -0.13908435]
 [-0.13904326 -0.13918228 -0.13907436 ... -0.13894013 -0.13898681
  -0.13905579]]"
282,399e17911,4,1,17.6373,2343.75,19.4933,4218.75,"[[-0.11890657 -0.11194517 -0.11221998 ... -0.12202959 -0.12034886
  -0.11841974]
 [-0.11752805 -0.10738976 -0.11252607 ... -0.12081273 -0.11850774
  -0.11911087]
 [-0.11201399 -0.08916807 -0.11375041 ... -0.11594532 -0.11114328
  -0.12187538]
 ...
 [-0.1393429  -0.13891903 -0.13865231 ... -0.13929427 -0.13921668
  -0.138546  ]
 [-0.1394275  -0.13915975 -0.13902989 ... -0.13930348 -0.13923371
  -0.13893546]
 [-0.13944864 -0.13921994 -0.13912429 ... -0.13930579 -0.13923797
  -0.13903283]]"
283,39aa6482e,4,1,16.7413,2531.25,18.928,4031.25,"[[-0.09568806 -0.06993754  0.03171425 ...  0.00253892  0.19078578
   0.23451889]
 [-0.09845861 -0.07066795  0.01729373 ... -0.00775743  0.15286954
   0.1944157 ]
 [-0.10954083 -0.07358958 -0.04038841 ... -0.04894284  0.0012045
   0.03400297]
 ...
 [-0.13896742 -0.13882495 -0.13884631 ... -0.13898337 -0.13899381
  -0.13910076]
 [-0.13894093 -0.13891272 -0.13895446 ... -0.13903707 -0.13911217
  -0.13917159]
 [-0.1389343  -0.13893466 -0.1389815  ... -0.1390505  -0.13914177
  -0.13918929]]"
284,39c15e092,10,1,47.1307,947.461,49.5746,10852.7,"[[-0.11925624 -0.12354631 -0.10528634 ... -0.12762246 -0.12364811
  -0.12263083]
 [-0.1136168  -0.11915924 -0.09255492 ... -0.12560223 -0.12026244
  -0.12099164]
 [-0.09105903 -0.10161094 -0.04162922 ... -0.1175213  -0.10671974
  -0.11443488]
 ...
 [-0.13512555 -0.13897522 -0.13920736 ... -0.13439749 -0.13717034
  -0.1392933 ]
 [-0.13718048 -0.13919877 -0.13931324 ... -0.1354749  -0.13797745
  -0.13940908]
 [-0.1376942  -0.13925466 -0.13933972 ... -0.13574426 -0.13817923
  -0.13943803]]"
285,3a1293df5,2,1,31.0453,468.75,32.8213,3000.0,"[[ 2.8350744   2.8710938   2.628797   ... -0.12272309 -0.10631644
  -0.11111346]
 [ 3.9283667   4.4111037   4.037338   ... -0.12164326 -0.10471781
  -0.10990744]
 [ 8.301536   10.571144    9.671501   ... -0.11732395 -0.09832326
  -0.10508335]
 ...
 [-0.13953231 -0.13958111 -0.13960661 ... -0.13938935 -0.1394044
  -0.13954742]
 [-0.13948591 -0.13954665 -0.13960297 ... -0.1394678  -0.13946982
  -0.13957584]
 [-0.1394743  -0.13953803 -0.13960205 ... -0.13948742 -0.13948616
  -0.13958295]]"
286,3a2afcf76,18,1,27.232,3187.5,27.9253,5062.5,"[[ 0.49325582  0.18935417  0.06119014 ...  0.15680526  0.20551099
   0.7012978 ]
 [ 0.57351434  0.24386302  0.10043863 ...  0.21803837  0.26225907
   0.90075564]
 [ 0.8945487   0.4618985   0.25743264 ...  0.46297076  0.48925143
   1.698587  ]
 ...
 [-0.13896546 -0.13900483 -0.1387581  ... -0.13552791 -0.13719398
  -0.13785966]
 [-0.13900769 -0.13908032 -0.13896997 ... -0.13669507 -0.13784131
  -0.13826066]
 [-0.13901824 -0.13909918 -0.13902295 ... -0.13698685 -0.13800314
  -0.13836092]]"
287,3aa730d19,5,1,11.5307,4781.25,13.8827,10406.2,"[[-0.04791165 -0.10444269 -0.07368209 ... -0.11932448 -0.1304833
  -0.11443347]
 [-0.03289151 -0.102942   -0.07424463 ... -0.11868861 -0.12928985
  -0.11172457]
 [ 0.02718905 -0.09693925 -0.07649476 ... -0.11614511 -0.12451605
  -0.100889  ]
 ...
 [-0.13850506 -0.13870794 -0.13879886 ... -0.13874665 -0.13864857
  -0.13880832]
 [-0.138845   -0.13871141 -0.13887641 ... -0.13885483 -0.13885383
  -0.13883635]
 [-0.13893    -0.13871227 -0.1388958  ... -0.13888188 -0.13890514
  -0.13884336]]"
288,3ac6f246a,5,1,4.2987,4781.25,6.6507,10406.2,"[[ 4.2661448   2.534861    2.2239134  ... 28.307108   40.67993
  34.10832   ]
 [ 4.5119934   2.6007104   2.5282505  ... 29.555168   41.288544
  32.4073    ]
 [ 5.495389    2.8641064   3.7455983  ... 34.547417   43.72298
  25.603218  ]
 ...
 [-0.13894182 -0.13903114 -0.13902895 ... -0.138794   -0.13886693
  -0.1389908 ]
 [-0.13897423 -0.13912404 -0.13910955 ... -0.13896257 -0.13897084
  -0.13911477]
 [-0.13898234 -0.13914725 -0.1391297  ... -0.1390047  -0.13899681
  -0.13914576]]"
289,3b0e345fc,9,1,51.8027,843.75,55.3653,5718.75,"[[-0.09670641 -0.03783951 -0.10128939 ... -0.05785657 -0.05759738
  -0.06485079]
 [-0.09537207 -0.04481719 -0.09974216 ... -0.05580585 -0.05263608
  -0.06384908]
 [-0.09003472 -0.07272792 -0.09355325 ... -0.04760293 -0.03279088
  -0.05984221]
 ...
 [-0.13936868 -0.1392291  -0.13921414 ... -0.1390519  -0.13934344
  -0.13929252]
 [-0.1393209  -0.13924585 -0.1393204  ... -0.13914381 -0.13934255
  -0.13940941]
 [-0.13930896 -0.13925004 -0.13934697 ... -0.13916679 -0.13934232
  -0.13943864]]"
290,3bb222791,11,1,1.1552,1808.79,2.293,5684.77,"[[-0.0726252  -0.12512511 -0.11753252 ... -0.10554831 -0.08972848
  -0.1166536 ]
 [-0.05951508 -0.12145562 -0.11814548 ... -0.10626476 -0.08952837
  -0.11705785]
 [-0.00707458 -0.10677765 -0.12059731 ... -0.10913053 -0.08872792
  -0.11867489]
 ...
 [-0.13919926 -0.13937008 -0.13943025 ... -0.13307168 -0.1360381
  -0.13910836]
 [-0.13921225 -0.13946594 -0.1394379  ... -0.1341897  -0.13722478
  -0.13928999]
 [-0.13921548 -0.1394899  -0.1394398  ... -0.13446921 -0.13752145
  -0.13933541]]"
291,3c443fa6e,8,1,54.3147,3750.0,58.4373,5531.25,"[[-0.10889997 -0.07327788 -0.11450633 ... -0.10047469 -0.1039256
  -0.10980012]
 [-0.1021129  -0.07122935 -0.11614207 ... -0.09832559 -0.10647014
  -0.11100771]
 [-0.0749646  -0.06303525 -0.12268504 ... -0.08972917 -0.11664829
  -0.11583805]
 ...
 [-0.13931994 -0.13927287 -0.13927078 ... -0.13922127 -0.13918532
  -0.13923629]
 [-0.13932525 -0.13932925 -0.13930313 ... -0.13928322 -0.13923445
  -0.13941039]
 [-0.13932657 -0.13934337 -0.13931121 ... -0.1392987  -0.13924673
  -0.13945392]]"
292,3c4cf66fd,13,1,39.9573,93.75,40.5813,843.75,"[[-0.04942207 -0.12150427 -0.09969412 ... -0.03961628 -0.1026747
  -0.11737102]
 [-0.05267265 -0.12206328 -0.10231683 ... -0.03931974 -0.10441555
  -0.11741248]
 [-0.06567499 -0.1242993  -0.11280768 ... -0.03813355 -0.11137896
  -0.11757833]
 ...
 [-0.13922651 -0.13921003 -0.13916573 ... -0.13917775 -0.13914488
  -0.13908546]
 [-0.13926719 -0.13921931 -0.13927265 ... -0.13916296 -0.13917854
  -0.1391535 ]
 [-0.13927737 -0.13922162 -0.13929936 ... -0.13915926 -0.13918696
  -0.13917051]]"
293,3c621e663,17,1,20.5973,1312.5,27.0507,3937.5,"[[ 0.4009182   0.22745542  0.18244246 ...  0.45862633  0.8823546
   0.33322218]
 [ 0.5094259   0.24031967  0.20285638 ...  0.48770198  0.88140327
   0.3280444 ]
 [ 0.94345677  0.29177675  0.28451198 ...  0.60400456  0.8775978
   0.30733332]
 ...
 [-0.13947377 -0.13955528 -0.13957584 ... -0.1395103  -0.13963357
  -0.13963526]
 [-0.13953495 -0.13958316 -0.13964    ... -0.13957305 -0.1396548
  -0.13965404]
 [-0.13955025 -0.13959013 -0.13965604 ... -0.13958874 -0.1396601
  -0.13965873]]"
294,3c621e663,17,1,2.8053,1312.5,9.2587,3937.5,"[[ 5.2855935   2.8638139   7.6940684  ...  1.4730108   1.9017913
   1.401036  ]
 [ 5.1447115   3.0157857   7.7962646  ...  1.5051175   1.9041766
   1.488104  ]
 [ 4.581184    3.6236732   8.205048   ...  1.6335452   1.9137179
   1.836376  ]
 ...
 [-0.13961476 -0.13966621 -0.13958886 ... -0.13937154 -0.13954368
  -0.13969393]
 [-0.13953699 -0.13967872 -0.13961548 ... -0.1392263  -0.13954593
  -0.13971458]
 [-0.13951756 -0.13968185 -0.13962212 ... -0.13918999 -0.1395465
  -0.13971975]]"
295,3c621e663,17,1,49.792,1312.5,56.2453,3937.5,"[[ 5.420759    2.3887916   1.9314044  ...  0.87530667  0.18327492
   0.07682576]
 [ 6.3264756   2.6213222   2.0387762  ...  0.8607917   0.18075855
   0.05711462]
 [ 9.94934     3.5514445   2.4682631  ...  0.8027315   0.1706931
  -0.02172995]
 ...
 [-0.13953766 -0.13966775 -0.13948496 ... -0.1396339  -0.1396383
  -0.13959362]
 [-0.13957506 -0.13964798 -0.13935208 ... -0.13967969 -0.13967435
  -0.13961634]
 [-0.13958442 -0.13964303 -0.13931885 ... -0.13969113 -0.13968337
  -0.13962202]]"
296,3ca3a1b6a,21,1,21.3547,3281.25,22.448,4125.0,"[[-0.06634149 -0.12792672 -0.12927088 ... -0.10890824 -0.11675598
  -0.11068986]
 [-0.06331379 -0.12613064 -0.12639423 ... -0.10522056 -0.11678278
  -0.11053261]
 [-0.05120302 -0.11894635 -0.11488756 ... -0.09046984 -0.11689003
  -0.10990363]
 ...
 [-0.13907771 -0.13915183 -0.13916816 ... -0.13909811 -0.13791956
  -0.13893114]
 [-0.13923433 -0.13920607 -0.1391117  ... -0.13911626 -0.13773367
  -0.1390144 ]
 [-0.13927348 -0.13921963 -0.13909759 ... -0.13912079 -0.13768719
  -0.1390352 ]]"
297,3d28b6a6b,22,1,47.4613,10687.5,49.0667,13687.5,"[[-0.07081926 -0.09983133 -0.08970224 ... -0.00995152 -0.05108857
  -0.03740864]
 [-0.06962328 -0.10156548 -0.09184115 ...  0.00774775 -0.04270371
  -0.04089459]
 [-0.06483939 -0.10850212 -0.10039678 ...  0.0785448  -0.00916434
  -0.05483839]
 ...
 [-0.13945425 -0.13918404 -0.13839258 ... -0.1393436  -0.13942829
  -0.13809249]
 [-0.13948475 -0.13916992 -0.13843709 ... -0.13944302 -0.13948064
  -0.13796575]
 [-0.13949236 -0.13916637 -0.13844822 ... -0.13946788 -0.13949372
  -0.13793407]]"
298,3d2b1c860,21,1,47.4773,3281.25,48.5707,4125.0,"[[-0.11823182 -0.12734693 -0.12340203 ... -0.11546223 -0.13057245
  -0.1246122 ]
 [-0.11755052 -0.12707081 -0.12017976 ... -0.11479383 -0.12884584
  -0.12428606]
 [-0.11482534 -0.12596633 -0.10729069 ... -0.11212021 -0.12193944
  -0.12298152]
 ...
 [-0.13866022 -0.13899444 -0.13890749 ... -0.13706253 -0.13872531
  -0.13900475]
 [-0.13901389 -0.13907675 -0.13908693 ... -0.13808939 -0.13898368
  -0.13916552]
 [-0.13910231 -0.13909733 -0.13913178 ... -0.1383461  -0.13904828
  -0.13920572]]"
299,3dc230571,21,1,19.9893,3281.25,21.0827,4125.0,"[[-0.12639262 -0.10565262 -0.10002021 ... -0.09242609 -0.0757136
  -0.02762316]
 [-0.12479371 -0.10383855 -0.10034398 ... -0.09291703 -0.07474802
  -0.0389543 ]
 [-0.11839807 -0.09658227 -0.10163905 ... -0.09488077 -0.07088571
  -0.08427886]
 ...
 [-0.13892026 -0.13921817 -0.13910109 ... -0.13896985 -0.13899373
  -0.13924424]
 [-0.13909875 -0.13924672 -0.13917118 ... -0.13910316 -0.13918006
  -0.13935691]
 [-0.13914338 -0.13925384 -0.13918872 ... -0.13913648 -0.13922665
  -0.13938509]]"
300,3ebc2aebe,15,1,27.024,93.75,30.368,1125.0,"[[-0.11373977 -0.12765777 -0.1243723  ... -0.10523758 -0.10145091
  -0.10783309]
 [-0.11311328 -0.12630624 -0.12297444 ... -0.10130189 -0.09201951
  -0.1023104 ]
 [-0.11060727 -0.12090011 -0.11738302 ... -0.08555917 -0.0542939
  -0.08021966]
 ...
 [-0.13939928 -0.13948272 -0.13944598 ... -0.13951914 -0.13939881
  -0.13950603]
 [-0.13948587 -0.1395149  -0.1394413  ... -0.13950644 -0.13945529
  -0.13954537]
 [-0.13950752 -0.13952294 -0.13944012 ... -0.13950327 -0.1394694
  -0.1395552 ]]"
301,3f3c49ad2,10,1,16.4339,947.461,18.8778,10852.7,"[[-0.12748285 -0.1011568  -0.1273471  ... -0.13032001 -0.12470745
  -0.09586117]
 [-0.12804799 -0.10106064 -0.12692761 ... -0.13045524 -0.1258212
  -0.09873654]
 [-0.13030858 -0.10067603 -0.12524964 ... -0.13099618 -0.13027628
  -0.11023803]
 ...
 [-0.139388   -0.1395577  -0.1395413  ... -0.13937113 -0.13950849
  -0.1395409 ]
 [-0.13948345 -0.13955306 -0.13956732 ... -0.13945572 -0.13954127
  -0.13959174]
 [-0.13950731 -0.1395519  -0.13957383 ... -0.13947688 -0.13954946
  -0.13960445]]"
302,3f48c15dc,10,1,39.0327,947.461,41.4766,10852.7,"[[ 1.7900188   2.2641895   5.0012007  ...  0.18229187  0.04965188
   0.4491221 ]
 [ 1.9679806   2.3337321   4.936364   ...  0.1939823   0.06775516
   0.4910881 ]
 [ 2.6798275   2.6119037   4.677018   ...  0.24074411  0.14016826
   0.65895194]
 ...
 [-0.13929063 -0.13928996 -0.13932489 ... -0.13920544 -0.13911211
  -0.13903385]
 [-0.13927025 -0.13934074 -0.13937    ... -0.13926041 -0.13923773
  -0.13923624]
 [-0.13926515 -0.13935344 -0.13938127 ... -0.13927415 -0.13926913
  -0.13928685]]"
303,3f5f4aa9a,12,1,23.584,562.5,26.72,3281.25,"[[-0.12745194 -0.13070656 -0.10952301 ... -0.13183093 -0.11795684
  -0.11779209]
 [-0.12316027 -0.12864959 -0.10796951 ... -0.13127127 -0.11567307
  -0.1156923 ]
 [-0.10599361 -0.12042174 -0.10175551 ... -0.12903264 -0.10653798
  -0.10729312]
 ...
 [-0.13934816 -0.13950478 -0.13943079 ... -0.13929853 -0.139361
  -0.13923258]
 [-0.13934577 -0.13950485 -0.13944145 ... -0.13944961 -0.13945462
  -0.13925794]
 [-0.13934517 -0.13950486 -0.13944411 ... -0.13948739 -0.13947801
  -0.13926427]]"
304,3f5fa0d76,23,1,46.3644,7235.16,52.4481,11283.4,"[[ 4.7508371e-01  4.2956793e-01  9.2104971e-02 ... -8.0375239e-02
  -1.7073441e-04  5.1418133e-02]
 [ 4.8519897e-01  4.2078984e-01  6.9723971e-02 ... -7.1576051e-02
   2.5173558e-02  7.7882513e-02]
 [ 5.2565992e-01  3.8567740e-01 -1.9799996e-02 ... -3.6379308e-02
   1.2655070e-01  1.8374006e-01]
 ...
 [-1.3896084e-01 -1.3886881e-01 -1.3859178e-01 ... -1.3825215e-01
  -1.3916162e-01 -1.3911548e-01]
 [-1.3911985e-01 -1.3900422e-01 -1.3869503e-01 ... -1.3875890e-01
  -1.3914637e-01 -1.3920218e-01]
 [-1.3915960e-01 -1.3903807e-01 -1.3872084e-01 ... -1.3888559e-01
  -1.3914256e-01 -1.3922384e-01]]"
